StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q93,Q16,Q65,Q66,Q91,2_Q80,2_Q84_First Click,2_Q84_Last Click,2_Q84_Page Submit,2_Q84_Click Count,5_Q80,5_Q84_First Click,5_Q84_Last Click,5_Q84_Page Submit,5_Q84_Click Count,6_Q80,6_Q84_First Click,6_Q84_Last Click,6_Q84_Page Submit,6_Q84_Click Count,7_Q80,7_Q84_First Click,7_Q84_Last Click,7_Q84_Page Submit,7_Q84_Click Count,8_Q80,8_Q84_First Click,8_Q84_Last Click,8_Q84_Page Submit,8_Q84_Click Count,1_Q11,1_Q41_First Click,1_Q41_Last Click,1_Q41_Page Submit,1_Q41_Click Count,2_Q11,2_Q41_First Click,2_Q41_Last Click,2_Q41_Page Submit,2_Q41_Click Count,3_Q11,3_Q41_First Click,3_Q41_Last Click,3_Q41_Page Submit,3_Q41_Click Count,4_Q11,4_Q41_First Click,4_Q41_Last Click,4_Q41_Page Submit,4_Q41_Click Count,5_Q11,5_Q41_First Click,5_Q41_Last Click,5_Q41_Page Submit,5_Q41_Click Count,6_Q11,6_Q41_First Click,6_Q41_Last Click,6_Q41_Page Submit,6_Q41_Click Count,7_Q11,7_Q41_First Click,7_Q41_Last Click,7_Q41_Page Submit,7_Q41_Click Count,8_Q11,8_Q41_First Click,8_Q41_Last Click,8_Q41_Page Submit,8_Q41_Click Count,9_Q11,9_Q41_First Click,9_Q41_Last Click,9_Q41_Page Submit,9_Q41_Click Count,10_Q11,10_Q41_First Click,10_Q41_Last Click,10_Q41_Page Submit,10_Q41_Click Count,11_Q11,11_Q41_First Click,11_Q41_Last Click,11_Q41_Page Submit,11_Q41_Click Count,12_Q11,12_Q41_First Click,12_Q41_Last Click,12_Q41_Page Submit,12_Q41_Click Count,13_Q11,13_Q41_First Click,13_Q41_Last Click,13_Q41_Page Submit,13_Q41_Click Count,14_Q11,14_Q41_First Click,14_Q41_Last Click,14_Q41_Page Submit,14_Q41_Click Count,15_Q11,15_Q41_First Click,15_Q41_Last Click,15_Q41_Page Submit,15_Q41_Click Count,16_Q11,16_Q41_First Click,16_Q41_Last Click,16_Q41_Page Submit,16_Q41_Click Count,17_Q11,17_Q41_First Click,17_Q41_Last Click,17_Q41_Page Submit,17_Q41_Click Count,18_Q11,18_Q41_First Click,18_Q41_Last Click,18_Q41_Page Submit,18_Q41_Click Count,19_Q11,19_Q41_First Click,19_Q41_Last Click,19_Q41_Page Submit,19_Q41_Click Count,20_Q11,20_Q41_First Click,20_Q41_Last Click,20_Q41_Page Submit,20_Q41_Click Count,Q96,understanding,Q98,Q99_4,Q100,Q101,base,appleValue,pearValue,mangoValue,orangeValue,bananaValue,limeValue,rewardChance,timeLimit,font,get_budget,get20,Q93 - Parent Topics,Q93 - Topics
8/6/20 13:51,8/6/20 13:57,IP Address,174.3.8.183,100,390,TRUE,8/6/20 13:57,R_1dtycywhnQBkqWh,,,,,53.4611969,-113.4144974,anonymous,EN,5c5a060fcb75f20001e60f78,Left,7.9,7,Orange,Right,7.015,7.015,8.156,1,Right,1.57,1.57,3.62,1,Right,2.804,2.804,4.143,1,Right,2.875,3.906,4.298,2,Left,0.981,0.981,9.593,1,Right,2.453,2.959,4.108,2,Left,4.32,4.32,5.078,1,Right,1.167,1.167,2.075,1,Left,0.992,0.992,2.147,1,Left,4.931,4.931,7.587,1,Right,2.507,2.507,3.579,1,Left,1.281,1.281,3.897,1,Left,1.773,1.773,3.49,1,Left,3.432,4.135,5.265,2,Right,3.882,3.882,4.79,1,Right,6.887,6.887,10.113,1,Left,7.702,7.702,8.793,1,Left,4.048,4.048,5.442,1,Left,4.745,4.745,6.138,1,Right,3.749,3.749,5.129,1,Left,4.158,4.158,5.469,1,Left,6.359,6.359,7.652,1,Right,3.505,3.505,5.742,1,Left,2.429,2.429,3.554,1,Right,1.847,5.752,7.532,2,All images load well,yes,Male,70000,High School Diploma or equivalent,Orange,1.1,1.3,3,5,2.2,7,6,10%,10,16,9,0,,
8/6/20 13:51,8/6/20 14:00,IP Address,86.140.109.182,100,553,TRUE,8/6/20 14:00,R_262zBhcUtzSI1Y5,,,,,53.41130066,-2.975906372,anonymous,EN,5d547cb99b7c4e0016886fdb,Left,7.9,7,Orange,Right,11.494,11.494,13.246,1,Right,7.361,7.361,10.729,1,Right,3.677,3.677,9.165,1,Right,14.213,14.213,17.164,1,Right,45.476,48.565,49.701,2,Right,3.064,3.064,4.825,1,Left,2.405,2.405,4.101,1,Right,1.848,1.848,3.814,1,Left,1.593,1.593,3.299,1,Left,3.699,3.699,5.909,1,Right,3.296,3.296,5.175,1,Left,5.481,5.481,7.341,1,Left,3.556,3.556,5.637,1,Left,2.168,2.168,3.86,1,Right,5.266,5.266,6.859,1,Left,7.072,7.072,8.768,1,Right,6.609,9.942,10.107,2,Left,6.205,6.205,9.122,1,Left,9.103,9.103,10.01,1,Right,4.321,4.321,6.421,1,Right,3.528,3.528,6.277,1,Right,2.203,2.203,3.862,1,Right,4.399,4.399,10.107,1,Left,4.559,6.304,7.788,2,Right,5.603,5.603,7.395,1,All images load well,Clear enough,Female,22000,Bachelor's Degree,Orange,1.1,1.3,3,5,2.2,7,6,10%,10,16,7,0,,
8/6/20 13:53,8/6/20 14:01,IP Address,89.64.27.195,100,464,TRUE,8/6/20 14:01,R_3hgdLueP2xVodx2,,,,,52.24920654,21.00030518,anonymous,EN,5f1c56ae47b7400908bae9c9,Left,7.9,7,Orange,Right,19.489,19.489,22.269,1,Right,2.327,2.327,6.82,1,Right,5.449,5.449,6.315,1,Right,3.426,3.426,5.668,1,Right,57.99,57.99,58.816,1,Right,2.947,2.947,3.764,1,Left,2.418,2.418,3.439,1,Right,1.126,1.126,1.837,1,Left,1.298,1.298,2.223,1,Left,1.444,1.444,2.227,1,Right,2.402,2.402,3.176,1,Left,3.377,3.377,4.253,1,Left,6.796,6.796,7.611,1,Left,1.729,1.729,2.447,1,Right,4.935,4.935,5.769,1,Right,7.355,7.355,8.209,1,Right,5.4,5.4,6.094,1,Right,3.258,3.258,4.354,1,Right,6.965,6.965,7.912,1,Right,2.471,2.471,3.098,1,Right,3.217,3.217,3.958,1,Left,5.629,5.629,6.229,1,Left,5.098,5.098,6.319,1,Left,9.766,9.766,10.123,1,Right,1.466,4.116,4.915,3,All images load well,Everything was clear,Male,30000,High School Diploma or equivalent,Orange,1.1,1.3,3,5,2.2,7,6,10%,10,16,7,0,,
8/6/20 13:53,8/6/20 14:01,IP Address,86.152.230.214,100,513,TRUE,8/6/20 14:01,R_1g87Y4TD9KEZuPn,,,,,51.36390686,0.613998413,anonymous,EN,5f08dd79938b1e15c0bd56a6,Left,7.9,5,Orange,Right,2.397,15.227,16.57,4,Right,2.134,3.822,5.083,2,Right,0.992,17.254,18.648,3,Right,3.783,4.982,6.251,2,Right,2.217,19.682,20.935,5,Right,2.621,3.696,5.11,2,Left,0,0,0.366,0,Right,1.139,3.701,4.392,3,Left,1.719,3.236,4.727,2,Left,1.353,2.249,3.606,2,Right,2.33,6.729,8.278,4,Left,2.04,4.004,5.389,2,Left,1.587,4.615,5.956,3,Left,1.453,5.192,5.899,5,Right,1.385,4.828,5.968,2,Right,2.935,6.223,7.592,2,Left,2.5,4.724,7.309,3,Left,4.725,8.25,9.158,4,Left,2.759,5.677,6.304,4,Right,1.638,7.754,8.985,3,Left,1.519,5.118,6.276,4,Right,1.41,2.787,4.025,2,Right,1.962,8.018,9.342,4,Left,2.024,5.719,6.979,4,Right,2.249,3.989,6.014,2,All images load well,,Female,.,High School Diploma or equivalent,Apple,1.1,1.3,3,5,2.2,7,6,10%,10,16,2,0,,
8/6/20 13:52,8/6/20 14:02,IP Address,94.195.197.182,100,568,TRUE,8/6/20 14:02,R_2QnWsp8ccHTy0QH,,,,,54.55039978,-1.253204346,anonymous,EN,5c62fbd932207f00016bd19e,Left,7.9,7,Orange,Right,2.293,10.574,12.469,2,Right,3.124,5.033,6.922,2,Right,2.895,8.868,10.455,3,Left,2.979,22.287,23.945,2,Right,12.776,14.616,16.109,2,Right,2.191,4.484,5.711,2,Left,1.768,3.345,4.854,2,Right,1.832,3.232,4.615,2,Left,1.704,3.259,5.243,2,Left,5.452,6.659,8.293,2,Right,1.499,3.184,4.447,2,Left,0.269,3.307,5.394,3,Left,1.011,3.073,4.253,2,Left,2.491,4.007,5.432,2,Right,2.034,7.86,9.268,3,Right,3.59,6.283,7.741,2,Left,4.498,6.483,8.045,2,,6.583,8.907,10.009,2,Left,3.584,6.553,7.779,3,Right,2.74,8.212,9.959,3,Left,2.791,6.545,7.663,2,Right,3.688,7.397,8.97,3,Left,2.875,4.761,6.448,2,Left,0.822,8.368,9.651,2,Right,3.706,7.038,8.528,3,All images load well,yes,Female,80000,Bachelor's Degree,Apple,1.1,1.3,3,5,2.2,7,6,10%,10,16,2,0,,
8/6/20 13:56,8/6/20 14:02,IP Address,85.245.45.22,100,374,TRUE,8/6/20 14:02,R_Wibwvl1fgNQCUBH,,,,,38.86099243,-9.064498901,anonymous,EN,5bd8d12abeca730001cf1926,Left,7.9,7,Orange,Right,5.799,5.799,7.956,1,Right,3.985,3.985,4.942,1,Right,2.912,2.912,3.949,1,Right,1.982,1.982,2.931,1,Right,7.617,7.617,8.814,1,Right,1.532,2.548,2.969,2,Left,1.716,1.716,2.969,1,Right,1.728,1.728,2.669,1,Left,2.045,2.045,3.298,1,Right,1.241,2.072,2.453,2,Right,1.588,1.588,2.368,1,Left,1.284,1.284,2.48,1,Left,2.305,2.305,3.55,1,Left,2.138,2.138,3.061,1,Right,2.097,2.097,3.238,1,Right,4,4,5.028,1,Right,3.169,3.169,4.117,1,Left,2.27,2.27,3.106,1,Left,2.47,2.47,3.499,1,Right,1.554,3.85,4.286,3,Left,1.223,1.223,2.379,1,Right,1.431,1.431,2.284,1,Left,1.091,1.091,2.199,1,Left,1.616,1.616,2.596,1,Right,1.921,1.921,2.878,1,All images load well,Yes,Male,15000,Bachelor's Degree,Orange,1.1,1.3,3,5,2.2,7,6,10%,10,16,6,0,,
8/6/20 13:52,8/6/20 14:02,IP Address,89.155.104.133,100,636,TRUE,8/6/20 14:02,R_2PsXmOlLMAtMXga,,,,,41.3822937,-8.771896362,anonymous,EN,5ecd4b6b8ebded08f71361b1,Left,7.9,7,Orange,Right,15.43,16.941,17.87,2,Right,5.502,5.502,7.047,1,Right,3.838,3.838,5.001,1,Right,21.068,21.068,22.709,1,Right,27.885,27.885,29.239,1,Right,2.709,2.709,4.587,1,Left,1.53,1.53,2.89,1,Right,2.603,2.603,4.757,1,Left,2.02,2.02,4.096,1,Left,2.398,2.398,3.829,1,Right,3.997,3.997,5.301,1,Left,2.72,2.72,4.361,1,Left,9.903,9.903,10.111,1,Left,2.476,2.476,4.114,1,Right,3.82,3.82,5.188,1,Right,2.175,2.807,4.753,2,Left,2.978,2.978,3.944,1,Left,3.335,3.335,5.254,1,Right,2.817,2.817,4.262,1,Right,3.451,7.099,8.793,2,Left,3.494,3.494,5.309,1,Right,3.391,4.655,5.001,2,Left,2.335,2.335,3.62,1,Right,2.984,2.984,5.727,1,Right,2.569,2.569,3.906,1,All images load well,yes everything was clear,Female,1000,High School Diploma or equivalent,Orange,1.1,1.3,3,5,2.2,7,6,10%,10,16,10,0,,
8/6/20 13:56,8/6/20 14:03,IP Address,77.249.45.105,100,452,TRUE,8/6/20 14:03,R_1IaxvrIBHW6FuXz,,,,,52.35830688,4.848800659,anonymous,EN,5efc96a12da8b4056d00cd93,Left,7.9,7,Orange,Right,2.06,4.416,4.937,2,Right,2.815,2.815,4.858,1,Right,16.237,16.237,17.453,1,Right,3.39,3.39,4.791,1,Left,9.275,9.275,11.598,1,Right,2.348,2.348,4.573,1,Left,2.373,2.373,3.882,1,Right,1.856,1.856,4.362,1,Left,1.673,1.673,3.919,1,Left,1.46,2.171,3.705,2,Right,2.453,2.453,4.043,1,Left,1.482,1.482,3.117,1,Left,1.973,1.973,3.481,1,Left,2.34,2.34,3.789,1,Right,1.927,1.927,3.617,1,Right,2.233,2.233,4.681,1,Right,2.805,4.587,5.791,2,Left,3.459,5.444,7.186,2,Right,3.14,3.14,5.752,1,Right,2.046,2.046,5.051,1,Right,2.043,2.043,4.133,1,Left,2,2,3.849,1,Left,3.133,3.133,4.619,1,Right,3.32,3.32,5.518,1,Left,2.285,2.285,4.583,1,All images load well,It was quite clear,Male,55000,High School Diploma or equivalent,Orange,1.1,1.3,3,5,2.2,7,6,10%,10,16,4,0,,
8/6/20 13:52,8/6/20 14:04,IP Address,188.251.7.172,100,700,TRUE,8/6/20 14:04,R_1jrdT5GDoGbpMaS,,,,,40.28599548,-7.503997803,anonymous,EN,5e1d4ad0aedc2c0cd69a1278,Left,7.9,7,Orange,Right,17.201,17.201,30.812,1,Right,2.529,2.529,4.45,1,Right,3.07,3.07,4.399,1,Right,5.737,5.737,7.239,1,Right,26.924,26.924,28.352,1,Right,3.441,3.441,4.823,1,Left,4.634,4.634,6.141,1,Right,2.478,2.478,3.917,1,Left,2.779,4.518,5.779,2,Left,4.368,7.28,9.069,3,Right,3.411,4.025,5.615,2,Left,2.555,2.555,3.875,1,Left,5.295,5.295,6.698,1,Left,2.86,4.186,5.438,2,Right,5.387,5.387,6.996,1,Right,6.348,6.348,8.137,1,Right,7.849,7.849,9.483,1,Left,7.673,7.673,8.983,1,Right,8.205,8.205,9.356,1,Right,5.046,5.046,6.312,1,Left,6.21,6.21,7.82,1,Right,7.256,7.256,8.501,1,Right,8.091,8.091,9.524,1,Left,5.987,5.987,7.224,1,Right,4.674,4.674,6.067,1,All images load well,All was clear,Male,0,Master's Degree,Orange,1.1,1.3,3,5,2.2,7,6,10%,10,16,4,0,,
8/6/20 13:54,8/6/20 14:04,IP Address,136.35.206.44,100,636,TRUE,8/6/20 14:04,R_1GCCFsmO1sGeF5q,,,,,39.27330017,-94.56939697,anonymous,EN,5c5c65ccf808d600015155ea,Left,7.9,7,Orange,Right,5.823,5.823,7.458,1,Right,1.467,1.467,3.742,1,Right,3.699,3.699,5.611,1,Right,3.487,3.487,4.882,1,Right,2.092,43.261,45.379,2,Right,4.327,4.327,6.589,1,Left,2.076,3.041,3.454,2,Right,4.371,4.371,6.512,1,Left,1.317,1.317,3.366,1,Left,5.982,5.982,10.126,1,Right,6.538,6.538,8.811,1,Left,5.828,5.828,7.772,1,Left,6.453,6.453,8.936,1,Left,2.191,2.191,10.025,1,,0,0,10.123,0,Right,6.066,6.066,10.019,1,Left,7.22,9.954,10.12,2,Right,3.903,3.903,10.026,1,Right,9.364,9.364,10.127,1,Right,2.256,2.256,4.631,1,Right,6.38,6.38,10.131,1,,0,0,10.117,0,Left,8.68,8.68,10.032,1,Left,6.133,6.133,8.265,1,Right,3.988,3.988,10.01,1,All images load well,It's clear but 10 seconds is usually not enough time to decide,Female,50000,Bachelor's Degree,Orange,1.1,1.3,3,5,2.2,7,6,10%,10,16,3,0,,
8/6/20 13:56,8/6/20 14:04,IP Address,89.69.171.26,100,498,TRUE,8/6/20 14:04,R_eeNaYhPOscAzna1,,,,,52.24920654,21.00030518,anonymous,EN,5e9ce99a8035dd1cf6b23aa7,Left,7.9,7,Orange,Right,6.302,6.302,7.259,1,Right,0.548,0.548,1.678,1,Right,0.886,0.886,1.856,1,Right,2.325,2.325,3.807,1,Left,12.918,12.918,14.212,1,Right,2.851,2.851,3.975,1,Left,0,0,1.272,0,Right,1.337,1.337,2.142,1,Left,0,0,0.771,0,Left,0,0,1.183,0,Right,7.326,7.326,8.39,1,Left,0,0,0.588,0,Left,4.059,4.059,5.481,1,Left,0,0,0.538,0,Right,0.267,0.267,1.379,1,Right,4.5,4.5,5.573,1,Right,2.091,2.091,3.184,1,Left,7.403,7.403,8.654,1,Left,3.572,3.572,4.499,1,Right,4.033,4.033,5.218,1,Right,1.148,1.148,2.251,1,Left,1.212,1.212,2.194,1,Left,2.229,2.229,3.261,1,Left,1.219,1.219,2.652,1,Right,4.262,4.262,5.279,1,All images load well,yes,Male,30000,High School Diploma or equivalent,Both equal,1.1,1.3,3,5,2.2,7,6,10%,10,16,7,0,,
